212844	12 Jul 17	08:00:00	1	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	3	1	0	3	0	1	1	1	0	0	1	3	0	0	2	0	0	3	1	1	2
212845	12 Jul 17	08:01:00	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	4	0	3	1	2	0	1	0	0	2	4	0	2	2	0	0	1	1	1	1
212846	12 Jul 17	08:02:00	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	1	3	0	0	3	1	2	1	2	1	0	2	3	0	2	0	0	0	4	3	2	1
212847	12 Jul 17	08:03:00	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	1	0	3	1	3	0	1	1	0	2	4	0	0	4	0	0	4	2	2	0
212848	12 Jul 17	08:04:00	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	3	1	0	0	1	3	0	1	0	0	1	3	2	1	1	0	0	3	1	2	0
212849	12 Jul 17	08:05:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	2	2	1	0	2	1	2	0	4	0	0	2	3	3	1	0	0	0	1	2	2	3
212850	12 Jul 17	08:06:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	1	0	3	1	3	0	3	0	0	1	3	1	0	0	0	0	8	2	3	2
212851	12 Jul 17	08:07:00	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	2	4	0	3	0	3	1	4	0	0	0	3	0	0	0	0	0	1	1	2	1
212852	12 Jul 17	08:08:00	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	1	2	0	3	1	4	0	3	0	0	5	2	0	0	1	0	0	3	2	1	2
212853	12 Jul 17	08:09:00	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	1	2	5	0	2	0	4	3	1	0	0	0	3	1	0	0	0	0	3	2	3	1
212854	12 Jul 17	08:10:00	1	0	0	0	0	0	0	0	1	1	1	0	2	0	2	0	0	0	2	3	0	3	0	1	0	1	0	0	2	3	0	0	0	0	0	0	2	1	0
212855	12 Jul 17	08:11:00	1	0	0	0	0	0	0	0	4	3	1	0	2	0	2	0	1	2	2	1	0	3	0	1	1	0	2	0	2	5	0	0	0	0	0	0	2	1	2
212856	12 Jul 17	08:12:00	1	0	0	0	0	0	0	0	3	1	1	0	2	0	1	0	0	0	1	2	0	3	0	3	0	1	1	0	1	3	1	0	0	0	0	0	2	0	2
212857	12 Jul 17	08:13:00	1	0	0	0	0	0	0	0	7	1	1	0	2	0	1	0	1	0	2	3	0	3	0	3	0	1	1	0	2	2	2	0	0	0	0	0	1	0	3
212858	12 Jul 17	08:14:00	1	0	0	0	0	0	0	0	1	1	2	0	4	0	1	0	0	0	2	1	0	3	0	3	1	2	1	0	2	2	0	0	1	0	0	0	2	0	0
212859	12 Jul 17	08:15:00	1	0	0	0	0	0	0	0	2	4	2	0	2	0	2	0	0	0	2	2	0	3	0	1	0	3	2	0	1	2	2	0	1	0	0	0	4	0	2
212860	12 Jul 17	08:16:00	1	0	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	4	1	0	3	0	3	5	1	0	0	2	2	3	0	0	0	0	0	2	0	1
212861	12 Jul 17	08:17:00	1	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	0	0	3	8	0	1	0	2	5	4	2	0	2	4	2	0	0	0	0	0	1	0	1
212862	12 Jul 17	08:18:00	1	0	0	0	0	0	0	0	0	2	1	0	3	0	2	0	5	0	2	2	0	1	0	0	0	2	2	0	2	2	1	0	0	0	0	0	0	0	1
212863	12 Jul 17	08:19:00	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	3	0	0	0	3	2	0	2	3	1	0	0	0	0	0	0	0	1
212864	12 Jul 17	08:20:00	1	0	0	0	0	0	0	0	0	3	3	0	1	0	2	0	1	0	1	0	0	3	0	0	0	1	2	0	1	2	1	0	0	0	0	2	0	0	2
212865	12 Jul 17	08:21:00	1	0	0	0	0	0	1	0	1	5	1	0	1	0	2	0	1	0	2	0	0	3	0	0	0	2	2	0	5	3	2	0	1	0	0	0	0	0	3
212866	12 Jul 17	08:22:00	1	0	0	0	0	0	1	1	6	2	2	0	2	1	1	1	0	0	1	0	1	6	2	0	1	1	3	2	3	2	3	0	2	3	0	2	2	0	1
212867	12 Jul 17	08:23:00	1	0	0	0	0	0	1	2	1	2	2	0	1	2	1	2	1	2	2	0	0	5	1	1	2	2	1	3	2	3	3	2	1	3	0	0	0	0	4
212868	12 Jul 17	08:24:00	1	0	0	0	0	0	1	2	2	2	4	0	2	2	1	1	1	0	1	0	1	4	0	0	3	1	0	1	2	3	3	0	1	2	0	0	0	1	2
212869	12 Jul 17	08:25:00	1	0	0	0	0	0	1	3	0	3	3	0	2	2	1	2	1	1	2	0	2	4	0	0	3	1	0	5	0	2	5	0	1	2	0	0	0	1	0
212870	12 Jul 17	08:26:00	1	0	0	0	0	0	1	2	0	1	5	0	1	3	2	1	2	1	1	0	1	4	1	0	1	1	0	2	0	0	4	2	2	3	0	0	0	0	2
212871	12 Jul 17	08:27:00	1	0	0	0	0	0	1	2	0	0	0	0	1	1	0	6	4	3	1	0	1	4	1	0	1	1	0	2	0	1	2	0	1	2	0	0	0	0	2
212872	12 Jul 17	08:28:00	1	0	0	0	0	0	1	2	1	0	6	0	2	4	0	1	0	0	0	0	2	0	2	0	3	1	2	1	2	1	3	0	1	1	0	0	0	0	2
212873	12 Jul 17	08:29:00	1	0	0	0	0	0	1	2	5	2	3	0	1	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	2	0	0	0	0	2
