datetime	mean	std	sum	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
2017-07-12 08:01:00	0.935	1.181	29	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	4	0	3	1	2	0	1	0	0	2	4	0	2	2	0	0	1	1	1
2017-07-12 08:02:00	1.161	1.214	36	0	0	0	0	0	1	0	0	2	0	2	0	1	1	3	0	0	3	1	2	1	2	1	0	2	3	0	2	0	0	0	4	3	2
2017-07-12 08:03:00	1.097	1.326	34	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	1	0	3	1	3	0	1	1	0	2	4	0	0	4	0	0	4	2	2
2017-07-12 08:04:00	0.903	1.044	28	0	0	0	0	0	1	0	0	1	0	2	0	0	1	3	1	0	0	1	3	0	1	0	0	1	3	2	1	1	0	0	3	1	2
2017-07-12 08:05:00	1.065	1.153	33	0	0	0	0	0	2	0	0	0	0	2	0	1	2	2	1	0	2	1	2	0	4	0	0	2	3	3	1	0	0	0	1	2	2
2017-07-12 08:06:00	1.161	1.734	36	0	0	0	0	0	2	0	0	0	0	0	0	1	1	3	1	0	3	1	3	0	3	0	0	1	3	1	0	0	0	0	8	2	3
2017-07-12 08:07:00	0.935	1.289	29	0	0	0	0	0	1	2	0	0	0	1	0	1	0	2	4	0	3	0	3	1	4	0	0	0	3	0	0	0	0	0	1	1	2
2017-07-12 08:08:00	1.097	1.375	34	0	0	0	0	1	0	1	0	0	0	2	0	2	0	1	2	0	3	1	4	0	3	0	0	5	2	0	0	1	0	0	3	2	1
2017-07-12 08:09:00	1.161	1.416	36	0	0	0	0	1	0	1	0	0	0	2	0	2	1	2	5	0	2	0	4	3	1	0	0	0	3	1	0	0	0	0	3	2	3
2017-07-12 08:10:00	0.806	1.046	25	0	0	0	0	1	1	1	0	2	0	2	0	0	0	2	3	0	3	0	1	0	1	0	0	2	3	0	0	0	0	0	0	2	1
2017-07-12 08:11:00	1.129	1.335	35	0	0	0	0	4	3	1	0	2	0	2	0	1	2	2	1	0	3	0	1	1	0	2	0	2	5	0	0	0	0	0	0	2	1
2017-07-12 08:12:00	0.839	1.068	26	0	0	0	0	3	1	1	0	2	0	1	0	0	0	1	2	0	3	0	3	0	1	1	0	1	3	1	0	0	0	0	0	2	0
2017-07-12 08:13:00	1.065	1.504	33	0	0	0	0	7	1	1	0	2	0	1	0	1	0	2	3	0	3	0	3	0	1	1	0	2	2	2	0	0	0	0	0	1	0
2017-07-12 08:14:00	0.935	1.124	29	0	0	0	0	1	1	2	0	4	0	1	0	0	0	2	1	0	3	0	3	1	2	1	0	2	2	0	0	1	0	0	0	2	0
2017-07-12 08:15:00	1.129	1.284	35	0	0	0	0	2	4	2	0	2	0	2	0	0	0	2	2	0	3	0	1	0	3	2	0	1	2	2	0	1	0	0	0	4	0
2017-07-12 08:16:00	1.032	1.402	32	0	0	0	0	1	1	0	0	2	0	2	0	0	0	4	1	0	3	0	3	5	1	0	0	2	2	3	0	0	0	0	0	2	0
2017-07-12 08:17:00	1.355	2.009	42	0	0	0	0	0	1	5	0	2	0	0	0	0	0	3	8	0	1	0	2	5	4	2	0	2	4	2	0	0	0	0	0	1	0
2017-07-12 08:18:00	0.871	1.231	27	0	0	0	0	0	2	1	0	3	0	2	0	5	0	2	2	0	1	0	0	0	2	2	0	2	2	1	0	0	0	0	0	0	0
2017-07-12 08:19:00	0.581	0.992	18	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	3	0	0	0	3	2	0	2	3	1	0	0	0	0	0	0	0
2017-07-12 08:20:00	0.742	1.032	23	0	0	0	0	0	3	3	0	1	0	2	0	1	0	1	0	0	3	0	0	0	1	2	0	1	2	1	0	0	0	0	2	0	0
2017-07-12 08:21:00	1.000	1.438	31	0	0	1	0	1	5	1	0	1	0	2	0	1	0	2	0	0	3	0	0	0	2	2	0	5	3	2	0	1	0	0	0	0	0
2017-07-12 08:22:00	1.613	1.542	50	0	0	1	1	6	2	2	0	2	1	1	1	0	0	1	0	1	6	2	0	1	1	3	2	3	2	3	0	2	3	0	2	2	0
2017-07-12 08:23:00	1.516	1.180	47	0	0	1	2	1	2	2	0	1	2	1	2	1	2	2	0	0	5	1	1	2	2	1	3	2	3	3	2	1	3	0	0	0	0
2017-07-12 08:24:00	1.290	1.216	40	0	0	1	2	2	2	4	0	2	2	1	1	1	0	1	0	1	4	0	0	3	1	0	1	2	3	3	0	1	2	0	0	0	1
2017-07-12 08:25:00	1.484	1.503	46	0	0	1	3	0	3	3	0	2	2	1	2	1	1	2	0	2	4	0	0	3	1	0	5	0	2	5	0	1	2	0	0	0	1
2017-07-12 08:26:00	1.290	1.371	40	0	0	1	2	0	1	5	0	1	3	2	1	2	1	1	0	1	4	1	0	1	1	0	2	0	0	4	2	2	3	0	0	0	0
2017-07-12 08:27:00	1.097	1.469	34	0	0	1	2	0	0	0	0	1	1	0	6	4	3	1	0	1	4	1	0	1	1	0	2	0	1	2	0	1	2	0	0	0	0
2017-07-12 08:28:00	1.129	1.432	35	0	0	1	2	1	0	6	0	2	4	0	1	0	0	0	0	2	0	2	0	3	1	2	1	2	1	3	0	1	1	0	0	0	0
2017-07-12 08:29:00	0.806	1.223	25	0	0	1	2	5	2	3	0	1	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	2	0	0	0	0
2017-07-12 08:30:00	0.903	1.136	28	0	0	1	3	1	0	3	0	2	2	0	0	0	1	0	0	2	2	0	0	3	1	2	1	3	0	0	0	0	2	0	0	0	0
2017-07-12 08:31:00	0.452	0.675	14	0	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	0	2	0	1	1	0	0	0	0
2017-07-12 08:32:00	0.613	0.989	19	0	0	1	3	0	1	3	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	3
2017-07-12 08:33:00	0.419	0.765	13	0	0	1	2	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0
2017-07-12 08:34:00	0.484	0.890	15	0	0	1	2	0	1	0	0	1	1	0	0	1	1	0	0	0	4	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
2017-07-12 08:35:00	0.323	0.979	10	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:36:00	0.581	1.285	18	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
2017-07-12 08:37:00	0.613	1.086	19	0	0	1	3	4	2	0	0	0	0	0	0	1	3	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2017-07-12 08:38:00	0.323	0.748	10	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2017-07-12 08:39:00	0.387	0.715	12	0	0	1	2	0	2	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
2017-07-12 08:40:00	0.355	0.839	11	0	0	1	2	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:41:00	0.387	0.955	12	0	0	1	1	0	1	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:42:00	0.323	0.653	10	0	0	1	1	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
2017-07-12 08:43:00	0.290	0.739	9	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
2017-07-12 08:44:00	0.258	0.682	8	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:45:00	0.226	0.560	7	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:46:00	0.226	0.617	7	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:47:00	0.613	2.216	19	0	0	1	12	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2017-07-12 08:48:00	0.290	0.693	9	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2017-07-12 08:49:00	0.258	0.729	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
2017-07-12 08:50:00	0.419	0.958	13	0	0	1	2	0	4	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2017-07-12 08:51:00	0.742	1.032	23	0	0	1	1	4	3	1	0	1	1	0	0	1	0	0	0	0	3	0	0	1	0	1	0	1	1	1	0	1	2	0	0	0	0
2017-07-12 08:52:00	1.129	1.204	35	0	0	1	2	1	3	1	0	1	1	1	1	1	3	0	0	1	4	0	0	2	0	3	0	2	4	1	1	1	1	0	0	0	0
2017-07-12 08:53:00	1.032	1.080	32	0	0	1	0	0	1	1	0	2	0	0	0	2	1	0	1	3	3	1	0	0	0	2	0	2	1	3	3	1	0	1	2	2	0
2017-07-12 08:54:00	1.097	1.620	34	0	0	1	0	8	2	1	0	0	2	1	0	0	2	0	2	0	3	1	0	1	0	2	0	3	2	1	2	0	1	0	0	0	0
2017-07-12 08:55:00	0.613	0.803	19	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	2	1	0	2	0	0	0	0	3	0	0	1	1	2	0	0	0
2017-07-12 08:56:00	0.742	1.064	23	0	0	1	3	0	2	0	0	0	1	3	0	0	1	0	0	0	2	1	0	2	0	0	0	2	3	0	0	2	1	0	0	0	0
2017-07-12 08:57:00	0.903	1.720	28	0	0	1	9	0	0	0	0	0	2	1	0	2	0	0	0	0	2	1	0	1	0	0	0	1	1	1	0	1	2	0	0	1	3
2017-07-12 08:58:00	0.935	1.340	29	0	0	1	0	4	2	0	0	2	0	2	2	0	0	0	0	0	4	0	0	1	0	0	0	3	3	3	0	0	1	0	0	2	0
2017-07-12 08:59:00	0.903	0.908	28	0	0	1	0	1	1	1	0	2	0	1	2	1	1	1	0	1	3	0	0	2	0	1	0	1	3	0	1	1	2	0	0	2	0
2017-07-12 09:00:00	2.161	1.614	67	0	0	1	2	4	4	4	0	6	3	1	1	2	0	1	0	3	3	2	6	3	1	3	1	1	2	2	4	2	3	0	1	1	1
2017-07-12 09:01:00	2.968	2.089	92	0	0	1	3	6	0	6	0	2	3	2	3	4	1	1	2	6	0	1	4	4	1	7	1	4	6	4	7	2	4	1	2	2	3
2017-07-12 09:02:00	1.968	1.560	61	0	0	1	4	1	0	5	0	1	1	3	1	1	2	3	2	0	0	1	3	2	0	1	1	5	5	4	3	2	3	3	2	0	2
2017-07-12 09:03:00	1.968	1.760	61	0	0	1	3	3	0	9	0	0	1	2	2	1	2	3	3	1	0	0	2	2	0	3	2	1	4	3	2	3	3	2	2	0	2
2017-07-12 09:04:00	1.774	1.606	55	0	0	1	2	3	1	5	0	0	1	4	0	4	1	2	1	5	0	0	0	2	0	2	1	0	4	3	2	1	3	4	2	0	2
2017-07-12 09:05:00	1.452	1.362	45	0	0	1	3	2	0	4	0	0	1	1	1	4	1	2	3	1	0	1	4	2	0	1	1	0	3	0	1	2	4	0	2	0	1
2017-07-12 09:06:00	1.774	1.543	55	0	0	1	3	3	0	4	0	1	1	3	1	2	1	2	0	2	0	0	0	2	0	1	5	2	3	0	5	3	3	2	4	0	2
2017-07-12 09:07:00	1.774	1.586	55	0	0	1	3	2	0	6	0	3	0	4	1	2	0	4	2	2	1	0	2	2	1	4	1	4	3	0	0	1	2	0	3	0	2
2017-07-12 09:08:00	1.935	1.504	60	0	0	1	1	1	0	4	0	2	2	2	1	1	1	3	4	3	6	0	0	2	1	3	2	3	4	0	2	3	2	2	4	0	1
2017-07-12 09:09:00	1.548	1.434	48	0	0	1	2	4	0	3	0	1	0	3	1	3	1	2	3	2	5	0	0	2	0	2	0	3	3	0	0	1	2	0	2	0	3
2017-07-12 09:10:00	1.419	1.501	44	0	0	1	1	3	0	4	0	1	0	2	0	0	1	2	2	1	6	0	0	3	0	2	2	0	1	0	1	2	2	3	4	0	1
2017-07-12 09:11:00	1.452	1.524	45	0	0	1	2	1	0	5	0	0	0	2	0	2	2	2	1	3	5	0	1	1	0	0	1	0	0	0	3	3	4	3	2	0	2
2017-07-12 09:12:00	1.290	1.677	40	0	0	1	3	1	0	3	0	0	0	6	0	3	0	3	4	1	4	0	0	2	0	0	4	0	2	0	0	1	2	0	1	0	0
2017-07-12 09:13:00	0.903	1.300	28	0	0	1	1	3	0	3	0	0	0	0	0	2	0	1	0	3	4	0	0	1	0	0	1	1	4	0	0	0	2	0	0	0	2
2017-07-12 09:14:00	0.806	1.223	25	0	0	1	2	0	0	5	0	0	0	1	0	2	2	1	0	2	3	0	0	1	0	0	3	1	1	0	0	0	1	0	0	0	0
2017-07-12 09:15:00	0.677	1.107	21	0	0	1	2	0	0	4	0	0	0	0	0	1	1	1	0	0	2	0	0	3	0	0	1	0	3	0	1	0	2	0	0	0	0
2017-07-12 09:16:00	0.387	0.761	12	0	0	1	2	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0
2017-07-12 09:17:00	0.710	1.216	22	0	0	1	2	0	0	4	0	0	0	0	0	0	2	0	0	1	4	0	0	1	0	0	2	0	1	0	0	0	3	0	2	0	0
2017-07-12 09:18:00	0.548	0.995	17	0	0	1	1	0	0	3	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	1	0	3	0	0	0	2	0	1	0	0
2017-07-12 09:19:00	0.516	1.208	16	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0
2017-07-12 09:20:00	0.258	0.965	8	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-07-12 09:21:00	0.516	1.092	16	0	0	1	3	0	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
2017-07-12 09:22:00	0.452	0.925	14	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	3	0	3	0	0
2017-07-12 09:23:00	0.194	0.543	6	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
2017-07-12 09:24:00	0.194	0.477	6	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
2017-07-12 09:25:00	0.065	0.359	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-07-12 09:26:00	0.161	0.583	5	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2017-07-12 09:27:00	0.194	0.477	6	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
2017-07-12 09:28:00	0.290	0.824	9	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
2017-07-12 09:29:00	0.258	0.965	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
